Code;City;Region;County;FeatureVectorGlobal;RegionFeatureVectorGlobal
297;Новопавловск;Stavropol;;"[ 0.38403565  0.19775521  0.20508429  0.33182979  0.28136945  0.381246
  0.29525462  0.2771729   0.08626252  0.44411898  0.20273589  0.14920965
  0.06836143  0.16637638 -0.          0.11984232  0.28371417  0.08990102
 -0.         -0.         -0.         -0.         -0.         -0.
  0.35424871  0.1099161   0.25373369 -0.        ]";[0.3654193781591589, 0.09374028432733154, 0.13097953877442012, 0.31866226831020095, 0.22056559484160088, 0.45134780770239497, 0.21332077838626173, 0.30778784474701093, 0.11274188804037338, 0.44513269778809067, 0.16795548565020751, 0.07877078285666905, 0.04228880475099153, 0.06026392628329537, 0.10755050074341639, 0.1544969772571729, 0.3395115225519878, 0.09188011483222198, 0.2941835229102453, 0.12187517930527977, 0.038572125417219535, 0.08859801395915523, 0.04810288694514188, 0.1238090878729, 0.27293627712394725, 0.14714119177405674, 0.332121574849779, 0.02074569427628125]
298;Усолье-Сибирское;Irkutsk;;"[ 0.38806197  0.18019608  0.21504771  0.32890183  0.27454779  0.37838462
  0.29210108  0.27761672  0.1899347   0.40464512  0.25246537  0.134232
  0.          0.18371519 -0.          0.00253583  0.23362072  0.07485877
 -0.         -0.         -0.         -0.         -0.         -0.
  0.6154549  -0.          0.20272041 -0.        ]";[0.39756017233716306, 0.12368043332702704, 0.16259324799045807, 0.2921938745274037, 0.22667304302393776, 0.40261269063390087, 0.23810670456550467, 0.2305925766732816, 0.12496689409721261, 0.47402170287748946, 0.20025252631913593, 0.10146104289761688, 0.05033576745950287, 0.07422682377185459, 0.08063923836699888, 0.12418678148187348, 0.24291428406805726, 0.16223429032988762, 0.23973424886583303, 0.08919499014926394, 0.04485891065872644, 0.08133110922698113, 0.0675650982772232, 0.056291258583417346, 0.3474135799269594, 0.12969358781849188, 0.22699973948661592, 0.1620517868582651]
299;Кстово;Nizhny Novgorod;Kstovskiy;"[ 0.          0.          0.          0.55063221  0.          0.71638902
  0.          0.42847514  0.          0.          0.          0.
  0.         -0.          0.28369918  0.48969604  0.96219386 -0.
 -0.         -0.          0.52503981 -0.          0.05989035  0.4432183
  0.35888744  0.71067025  1.34786682  1.19190468]";[0.3559329502772034, 0.05829226337548376, 0.09957660551803206, 0.2609310749653832, 0.14086620689396206, 0.48326343450228476, 0.1762462358338984, 0.2025148182126085, 0.07288448903329664, 0.5169110306027153, 0.10829510027383768, 0.046888133177885066, 0.025399277756983325, 0.05471861908446607, 0.11360949845392843, 0.2578955693743482, 0.47585114912804194, 0.24105333165960657, 0.15697256476258828, 0.08278826469362913, 0.06870613487804024, 0.05938333747155983, 0.08434353736602875, 0.11124265434988931, 0.5795130825351373, 0.3254875165215249, 0.36056291763785214, 0.23095973122883692]
300;Клин;Moscow Oblast;Klinskiy;"[ 0.          0.          0.          0.32260082  0.          0.751333
  0.          0.57569735  0.          0.          0.          0.
  0.          0.09281584  0.04001123  0.18976571  0.88030705 -0.
 -0.         -0.          0.52349467 -0.         -0.          0.3612551
  0.66274392  0.34887403  1.20251303  0.42059083]";[0.2383443552182965, 0.0, 0.0, 0.12070643740362941, 0.032568545247150485, 0.633365595018984, 0.005978277455155739, 0.172455652435965, 0.0, 0.4892875075336517, 0.046035991277872605, 0.0, 0.0, 0.024230270922658854, 0.018846696765712236, 0.22015335530495567, 0.5828583483410863, 0.3591026544800972, 0.030842506171144674, 0.08481895001388848, 0.16983053382873656, 0.029085598704754773, 0.02525525487954867, 0.11876136651416569, 0.7568308647427313, 0.39420387397592754, 0.5853821268964279, 0.2759323458740476]
301;Ковылкино;Mordovia;;"[ 0.37925297  0.          0.12924978  0.33907232  0.23502499  0.44786083
  0.2500032   0.34164887  0.14036954  0.49459551  0.15849828  0.
  0.          0.1103496  -0.          0.1976542   0.47947835  0.04351596
 -0.         -0.          0.02670299 -0.         -0.          0.16371911
  0.40919424  0.03103588  0.38510202 -0.        ]";[0.21714485780502954, 0.05378909620950937, 0.08013320568462375, 0.314035025447902, 0.12938336193572467, 0.56242424564119, 0.1523722351524514, 0.3723812205144498, 0.07224775226044602, 0.28157371320382263, 0.10585802609468453, 0.04179411992402372, 0.022167315177967578, 0.07351072215876171, 0.01714767013077666, 0.1942134067407819, 0.5501024872061457, 0.07038654115293712, 0.10139156876896627, 0.00814429373172937, 0.22816957271384145, 0.02657311534368104, 0.0, 0.17821205813239413, 0.5152586076357403, 0.28198096501708914, 0.6429682249998238, 0.18025321170624656]
302;Харабали;Astrakhan;Kharabalinskiy;"[ 0.41025383  0.          0.11471641  0.34471717  0.24476538  0.44738228
  0.26808823  0.27442817  0.          0.4968549   0.21352774  0.
  0.         -0.         -0.          0.19621168  0.42761646  0.26380626
 -0.         -0.         -0.         -0.         -0.         -0.
  0.5893224   0.15246958  0.24784274 -0.        ]";[0.2929617415261906, 0.04497532418276124, 0.09504715912990112, 0.35288622718281215, 0.17821695864758236, 0.5200377028822044, 0.18799320282798465, 0.37367876178839443, 0.050466704964814514, 0.3332475296304386, 0.1592939568997078, 0.0323981061057702, 0.008509347504766205, 0.022506253356844395, 0.1678623376211904, 0.1610106753176651, 0.4162768620806912, 0.18218176739563002, 0.35731681500958395, 0.2675316148579456, 0.14906744040021608, 0.13709809019951308, 0.019322831593828547, 0.16776052273069159, 0.21771688572555709, 0.17645307502545637, 0.4467615434944955, 0.27311731230859726]
303;Кизилюрт;Dagestan;;"[ 0.39041343  0.09156599  0.13734898  0.30216377  0.26819591  0.42585035
  0.21520021  0.29344111  0.11834732  0.49799464  0.28517397  0.
  0.          0.04552906 -0.         -0.          0.39656381  0.27708293
 -0.         -0.         -0.         -0.         -0.         -0.
  0.78286219 -0.          0.32745724 -0.        ]";[0.2881653272587564, 0.07681292116105698, 0.11642406552188456, 0.3539004989620569, 0.1670807448087588, 0.5122678065365917, 0.1884017666766859, 0.37425206942271844, 0.0822859273653819, 0.3099505028065324, 0.12644972663806855, 0.0589990468360132, 0.005075613903047298, 0.0871676736258423, 0.06487116010726715, 0.1746032307374794, 0.46517136638850437, 0.09104561483343773, 0.08703090005573573, 0.008051101211505896, 0.21175875347982226, 0.00521803884187534, 0.023700194066913097, 0.25095448473420545, 0.34105958710435835, 0.24700797950278316, 0.6102728283392758, 0.2805814144943245]
304;Верещагино;Perm;;"[ 0.39209483  0.2016142   0.18898471  0.33642219  0.27489449  0.37853036
  0.29418142  0.27806885  0.15494275  0.41814612  0.20347821  0.15059177
  0.10519671  0.13043205 -0.          0.10313177  0.09216801 -0.
 -0.         -0.         -0.          0.14255808 -0.         -0.
  0.33050973  0.37631115  0.00940032 -0.        ]";[0.24222971889201414, 0.04490582513598073, 0.052870436918189295, 0.33130042775051516, 0.09935417696207241, 0.5707414683246634, 0.08347821734386944, 0.3441315344307775, 0.032835879290120294, 0.3381738032270636, 0.06864753315856602, 0.02648016435904067, 0.014422484697919125, 0.04640336336066476, 0.1424070225553497, 0.21128276095408105, 0.5864277191021614, 0.1504565695568717, 0.12423453523137078, 0.17629025300317766, 0.22494765197886782, 0.07004356115253665, 0.07305313279084226, 0.27063322825025227, 0.373610762414041, 0.3234778553906206, 0.7200668586913677, 0.5383169484436343]
305;Вяземский;Khabarovsk;Vyazemskiy;"[ 0.30132993  0.          0.16470771  0.37751497  0.26249347  0.51874485
  0.24539738  0.36384955  0.21280725  0.39828366  0.          0.07093575
  0.          0.09391041 -0.          0.36412544  0.27772753 -0.
 -0.         -0.          0.24558402 -0.         -0.          0.42675644
  0.13830741  0.47319701  0.4972481  -0.        ]";[0.4078201054197438, 0.03801810153085615, 0.08516633085422706, 0.16540364205426886, 0.15607414308390355, 0.4686606765868975, 0.14411428128607667, 0.1516979609854494, 0.06129518343033861, 0.5731082267898382, 0.15252169412693903, 0.03649139838909227, 0.005601131710468514, 0.03889279964813823, 0.09804651775668387, 0.12143302511266488, 0.27660887456431954, 0.32678563723200715, 0.2698932691726204, 0.22296920041427554, 0.08258756163637322, 0.13751085739859698, 0.07894337734592816, 0.10507203639708189, 0.33935817514507255, 0.2012128141050235, 0.2956010418964855, 0.21341062585562262]
306;Верхневилюйск;Sakha;;"[ 0.          0.          0.          0.38171709  0.          0.84177439
  0.          0.38171709  0.          0.          0.          0.
  0.         -0.          0.09464862  0.4553008   0.99053352 -0.
 -0.         -0.          0.40618918 -0.         -0.          0.32001167
  1.11987942  0.44564979  1.30434863  0.82683201]";[0.3024506121901781, 0.015030370283265346, 0.024871201459580636, 0.17143272210438792, 0.06538955585818582, 0.4922334508394895, 0.06158302545298257, 0.16770491671135368, 0.022426757601338974, 0.5914009632565796, 0.049602797854162356, 0.009224323113800845, 0.006408858307206657, 0.04433593837992825, 0.09383708274440296, 0.21236689191762004, 0.5357984299329522, 0.40731515564433224, 0.18155970458438192, 0.15187689627688214, 0.1464042425617152, 0.08098796201777131, 0.08356478609398366, 0.11501424995775827, 0.8844434664796884, 0.16711798883117224, 0.556037551076219, 0.35877399934641496]
307;Советская Гавань;Khabarovsk;Sovetsko-Gavanskiy;"[ 0.39535643  0.          0.          0.28153847  0.28153847  0.45931321
  0.21037167  0.28153847  0.          0.54753747  0.21037167  0.08138287
  0.         -0.         -0.         -0.          0.21918604  0.12316918
 -0.         -0.          0.03803607  0.15470895 -0.         -0.
 -0.          0.15974751  0.39251001 -0.        ]";[0.4078201054197438, 0.03801810153085615, 0.08516633085422706, 0.16540364205426886, 0.15607414308390355, 0.4686606765868975, 0.14411428128607667, 0.1516979609854494, 0.06129518343033861, 0.5731082267898382, 0.15252169412693903, 0.03649139838909227, 0.005601131710468514, 0.03889279964813823, 0.09804651775668387, 0.12143302511266488, 0.27660887456431954, 0.32678563723200715, 0.2698932691726204, 0.22296920041427554, 0.08258756163637322, 0.13751085739859698, 0.07894337734592816, 0.10507203639708189, 0.33935817514507255, 0.2012128141050235, 0.2956010418964855, 0.21341062585562262]
308;Сунтар;;;"[ 0.37810409  0.          0.          0.          0.          0.41063356
  0.          0.          0.          0.82970921  0.          0.
  0.          0.04800699 -0.          0.18717245  0.46762564  0.7842902
 -0.          0.2580769  -0.         -0.         -0.         -0.
  1.24686445  0.06198076  0.48394403  0.46786671]";
309;Кушва;Sverdlovsk;Kushvinskiy;"[ 0.45048522  0.08486258  0.          0.32003748  0.23140609  0.43158842
  0.29903189  0.18522602  0.          0.52864718  0.20385464  0.
  0.05354233 -0.         -0.          0.19292512  0.46435686  0.2861901
 -0.         -0.         -0.         -0.         -0.         -0.
  0.48063447  0.2255512   0.54923752 -0.        ]";[0.20365504400919565, 0.033073515046209645, 0.057725382444961865, 0.3492779392040689, 0.10056816213549588, 0.5826936004519707, 0.09689571705956014, 0.39843741911008157, 0.04940907835090125, 0.25631109442857763, 0.0777091168182353, 0.02360256139752804, 0.014419525608990154, 0.054698320007110196, 0.14265307058444723, 0.2109672129439544, 0.6213688750510342, 0.1251608445638378, 0.14800309285261334, 0.16564170663397507, 0.2923155942038698, 0.07880083210854658, 0.05531545029971831, 0.28598423375015414, 0.40802236159229505, 0.3566833222000964, 0.7827865426074834, 0.48737310742756945]
310;Братск;Irkutsk;Bratsk;"[ 0.37232536  0.15719746  0.215933    0.29024181  0.31701964  0.38655385
  0.23955067  0.25207929  0.16336868  0.43773722  0.32373751  0.07691689
  0.07691689 -0.         -0.         -0.         -0.          0.15068201
  0.71441117  0.11245195 -0.          0.071683   -0.         -0.
  0.26076683 -0.         -0.         -0.        ]";[0.39756017233716306, 0.12368043332702704, 0.16259324799045807, 0.2921938745274037, 0.22667304302393776, 0.40261269063390087, 0.23810670456550467, 0.2305925766732816, 0.12496689409721261, 0.47402170287748946, 0.20025252631913593, 0.10146104289761688, 0.05033576745950287, 0.07422682377185459, 0.08063923836699888, 0.12418678148187348, 0.24291428406805726, 0.16223429032988762, 0.23973424886583303, 0.08919499014926394, 0.04485891065872644, 0.08133110922698113, 0.0675650982772232, 0.056291258583417346, 0.3474135799269594, 0.12969358781849188, 0.22699973948661592, 0.1620517868582651]
311;Лихославль;Tver;Likhoslavl'skiy;"[ 0.51358482  0.          0.10019701  0.37188467  0.          0.57953921
  0.18965183  0.4538943   0.10019701  0.          0.          0.
  0.          0.147018   -0.          0.37246716  0.62283701 -0.
 -0.         -0.          0.31530693 -0.         -0.          0.28981934
  0.28536918  0.47478641  0.87913267 -0.        ]";[0.297094641852673, 0.02361254494620127, 0.053621349231507485, 0.2651445189659586, 0.09854876593356111, 0.5454590611331357, 0.09799919670950342, 0.29829169812205875, 0.03535873015285581, 0.44993927973402265, 0.08752918366086278, 0.02512042349495783, 0.014387428857808594, 0.05856844493632266, 0.11271910402812468, 0.18358693801116713, 0.5152240661451272, 0.1756655991540425, 0.1531879934020651, 0.08335348467463498, 0.14405459081218305, 0.08641560645058058, 0.05686736085647786, 0.2000194752179679, 0.4978555766130522, 0.23840470766279295, 0.45573704211905436, 0.21002332923691594]
312;Зеленодольск;Tatarstan;Zelenodol'skiy;"[ 0.35913347  0.19320637  0.23207839  0.31336653  0.29389987  0.369032
  0.28375218  0.27215368  0.17505473  0.39974468  0.26131935  0.18729874
  0.10335487  0.10383608 -0.          0.05847602  0.03809427 -0.
  0.15163647 -0.         -0.          0.15366528 -0.         -0.
  0.34888786  0.34868376 -0.         -0.        ]";[0.26671080098632016, 0.07095956543208994, 0.08967841216219304, 0.3458779760204808, 0.13271194930285884, 0.5258062882491026, 0.1438689973986294, 0.3554228147599126, 0.08282909888039298, 0.3059966967141068, 0.11563979962168294, 0.05196972584028456, 0.02723972388552259, 0.060531297730763725, 0.14076897916108813, 0.19798802550902153, 0.5081196669299238, 0.10664574680667042, 0.23349418022971685, 0.1472778993275499, 0.19702726698824286, 0.09878850859621263, 0.05954507629018049, 0.2530473641901536, 0.3084936220522167, 0.2807931560057873, 0.6521147763219631, 0.46037131278341026]
313;Бугуруслан;Orenburg;Buguruslan;"[ 0.36412781  0.13953346  0.19633728  0.31600441  0.29862518  0.3944009
  0.25390927  0.29433666  0.18294993  0.42369172  0.27828157  0.13953346
  0.06168971  0.10382414 -0.          0.04006765  0.18092082  0.0338997
 -0.         -0.         -0.         -0.         -0.         -0.
  0.72102652  0.13955174  0.08934279 -0.        ]";[0.3790256313667687, 0.09398264698981548, 0.1583295002303285, 0.3168321631049366, 0.26461113270540315, 0.41648725946368914, 0.2536696927351746, 0.26620223272653815, 0.14673031784329943, 0.46104147786595684, 0.23784828889500303, 0.0926037206497858, 0.02024902512993458, 0.0725109194292541, 0.024619150705961074, 0.12083481467009945, 0.2750778870711116, 0.08732087495067284, 0.1262843681878298, 0.02875384838733679, 0.006558667274196429, 0.03388068566393353, 0.0, 0.007550315028343489, 0.4430755500155061, 0.13127867540114452, 0.2083312314836015, 0.0]
314;Асино;Tomsk;;"[ 0.49987625  0.          0.          0.          0.          0.47779317
  0.          0.          0.          0.72238316  0.          0.
  0.         -0.         -0.          0.24372409  0.50694538  0.81439526
 -0.          0.2870653  -0.         -0.         -0.         -0.
  0.76639398  0.27369322  0.78790661  0.92985642]";[0.3763704269747076, 0.0, 0.0, 0.12542530966552404, 0.0, 0.5458478357723644, 0.0, 0.11683009452375959, 0.0, 0.5369720550037336, 0.0, 0.0, 0.0, 0.0, 0.05045042368861687, 0.29130873623712517, 0.628055133385655, 0.606232037738232, 0.0, 0.19814251913072634, 0.12451024465424997, 0.0, 0.0, 0.12073602011783863, 0.7093483831306094, 0.3543090296211884, 0.9198496189423878, 0.9326687697097785]
